CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C100000436	PC5	5228	0.032456	0.071469	0.32413	0.208	-2577.441	-2577.545	0.032059	0.955685	0.987743	0.070616	0.072432	0.019341
C100000437	PC5	7002	0.17109	0.056083	0.00081536	9.925	-3479.739	-3484.701	0.170598	0.826526	0.997124	0.056203	0.056671	0.016903
C100000442	PC5	6995	0.164897	0.056646	0.0014807	8.831	-3483.097	-3487.513	0.164725	0.834232	0.998957	0.056852	0.057353	0.016941
C100000445	PC5	7028	0.166218	0.057025	0.0016706	8.611	-3487.638	-3491.944	0.165487	0.83011	0.995597	0.057042	0.057502	0.016845
C100000447	PC5	5534	0.221539	0.070045	0.00074308	10.096	-2777.238	-2782.286	0.223405	0.785016	1.008422	0.071116	0.070978	0.019248
C100000453	PC5	6933	0.239957	0.057015	6.5399e-06	18.999	-3401.345	-3410.844	0.236639	0.749533	0.986172	0.05674	0.056504	0.016828
C100000454	PC5	2348	0.083788	0.142141	0.28411	0.326	-1152.602	-1152.765	0.082874	0.90622	0.989093	0.14079	0.141149	0.028982
C100000463	PC5	7055	0.370142	0.05667	8.2855e-12	45.339	-3466.576	-3489.246	0.367176	0.624809	0.991985	0.057367	0.055827	0.016854
C100000467	PC5	7055	0.115274	0.055511	0.016658	4.529	-3455.503	-3457.768	0.113182	0.868671	0.981853	0.054641	0.055663	0.016563
C100000491	PC5	7054	0.221463	0.05598	2.1397e-05	16.743	-3477.976	-3486.348	0.219362	0.771149	0.990511	0.055891	0.055855	0.016748
C100000551	PC5	7055	0.231924	0.056715	1.4905e-05	17.43	-3496.726	-3505.441	0.230982	0.764953	0.995935	0.056971	0.056793	0.016845
C100000580	PC5	7055	0.32278	0.057136	4.4937e-09	33.049	-3481.465	-3497.989	0.320982	0.67345	0.994433	0.057715	0.056617	0.016869
C100000584	PC5	5050	1e-06	0.072136	0.5	0	-2510.238	-2510.238	1e-06	0.995777	0.995778	0.071832	0.073862	0.019838
C100000611	PC5	7037	0.139318	0.056296	0.0059837	6.316	-3500.328	-3503.486	0.138953	0.858428	0.997381	0.056344	0.057108	0.016855
C100000616	PC5	7053	0.357042	0.058193	4.0391e-10	37.741	-3469.927	-3488.798	0.354439	0.63827	0.992708	0.058858	0.05737	0.016868
C100000626	PC5	7054	0.135722	0.056622	0.0078665	5.832	-3567.397	-3570.314	0.137626	0.876405	1.014031	0.057607	0.058401	0.017114
C100000630	PC5	4712	1e-06	0.076579	0.5	0	-2322.514	-2322.514	1e-06	0.987078	0.987079	0.075589	0.077585	0.020357
C100000639	PC5	6561	0.047666	0.058313	0.20314	0.69	-3238.693	-3239.038	0.047124	0.94151	0.988634	0.057685	0.0594	0.017279
C100000656	PC5	7055	0.220009	0.058138	9.1327e-05	14.002	-3459.82	-3466.821	0.216764	0.768485	0.985249	0.057723	0.057594	0.016662
C100000657	PC5	7049	0.248509	0.055268	1.0522e-06	22.497	-3479.258	-3490.506	0.246596	0.745707	0.992303	0.055387	0.05512	0.016795
C100000660	PC5	1204	0.100328	0.224608	0.32461	0.207	-587.813	-587.917	0.099568	0.892851	0.992419	0.223251	0.223138	0.040666
C100000665	PC5	7055	0.091234	0.054877	0.043306	2.936	-3533.758	-3535.226	0.091556	0.911968	1.003524	0.055164	0.05648	0.016922
C100000672	PC5	7048	0.111954	0.054796	0.016806	4.514	-3541.837	-3544.094	0.112755	0.894398	1.007153	0.055321	0.056441	0.016997
C100000706	PC5	7048	0.203853	0.057226	0.00016926	12.844	-3502.076	-3508.498	0.203386	0.794327	0.997713	0.057483	0.057559	0.016872
C100000707	PC5	6807	0.136627	0.057772	0.0079405	5.816	-3399.941	-3402.849	0.136827	0.864633	1.001459	0.058046	0.058853	0.017205
C100000708	PC5	6508	0.052481	0.060255	0.19423	0.744	-3266.7	-3267.072	0.052758	0.952526	1.005284	0.060613	0.062263	0.017642
C100000711	PC5	3846	0.090056	0.091154	0.15551	1.026	-1941.056	-1941.569	0.091245	0.921959	1.013204	0.092489	0.093668	0.023154
C100000715	PC5	1275	1e-06	0.210687	0.5	0	-641.803	-641.803	1e-06	1.019606	1.019607	0.214818	0.217056	0.040491
C100000743	PC5	6985	0.095944	0.056207	0.041636	3	-3470.964	-3472.464	0.09553	0.900152	0.995682	0.056068	0.057271	0.016876
C100000765	PC5	3024	0.072626	0.113254	0.26474	0.395	-1511.569	-1511.767	0.072891	0.930749	1.003639	0.113762	0.115161	0.02586
C100000773	PC5	7051	0.135129	0.056712	0.0083993	5.717	-3540.484	-3543.342	0.136038	0.870693	1.006731	0.05728	0.058073	0.016995
C100000774	PC5	7055	0.372115	0.057414	2.4888e-11	43.186	-3447.263	-3468.856	0.367143	0.619497	0.986641	0.05781	0.056221	0.016769
C100000776	PC5	7034	0.174767	0.055847	0.0006145	10.446	-3555.144	-3560.367	0.177252	0.836964	1.014216	0.056936	0.057381	0.017154
C100000781	PC5	7055	0.255763	0.056398	1.6074e-06	21.684	-3574.872	-3585.714	0.260609	0.758336	1.018945	0.05806	0.057653	0.017245
C100000784	PC5	952	1e-06	0.265501	0.5	0	-451.213	-451.213	1e-06	0.967294	0.967295	0.256817	0.260101	0.044472
C100000787	PC5	6662	0.09494	0.059323	0.055147	2.55	-3308.596	-3309.871	0.094477	0.900647	0.995124	0.059135	0.060334	0.01727
C100000792	PC5	7055	0.386227	0.057288	4.1473e-12	46.695	-3475.026	-3498.373	0.384298	0.610707	0.995006	0.058258	0.056522	0.01692
C100000802	PC5	7054	0.135377	0.055001	0.0053021	6.53	-3502.766	-3506.031	0.134781	0.860816	0.995596	0.054942	0.055806	0.016801
C100000808	PC5	6761	0.134365	0.057508	0.008098	5.781	-3402.907	-3405.798	0.135593	0.873543	1.009136	0.058218	0.059087	0.017394
C100000827	PC5	7040	0.05151	0.053898	0.16023	0.987	-3455.834	-3456.328	0.050642	0.932504	0.983146	0.053026	0.054758	0.016588
C100000840	PC5	7028	0.125281	0.056731	0.013361	4.909	-3515.729	-3518.183	0.125629	0.877152	1.002781	0.057052	0.057945	0.016953
C100000841	PC5	7055	0.044553	0.055701	0.21206	0.639	-3472.569	-3472.888	0.043915	0.941774	0.985689	0.054934	0.056642	0.016612
C100000846	PC5	7035	0.28398	0.057026	1.8848e-07	25.809	-3531.425	-3544.329	0.286868	0.723301	1.010169	0.058323	0.057614	0.017136
C100000870	PC5	2290	0.059513	0.13023	0.31505	0.232	-1134.141	-1134.257	0.059251	0.936355	0.995606	0.12968	0.132422	0.029462
C100000900	PC5	7054	0.161804	0.056756	0.0020191	8.267	-3492.921	-3497.055	0.160726	0.832612	0.993338	0.056632	0.057144	0.016774
C100000924	PC5	6823	0.132833	0.058458	0.011433	5.179	-3359.69	-3362.279	0.131156	0.856218	0.987373	0.057903	0.058674	0.016945
C100000936	PC5	7055	0.220122	0.056214	2.858e-05	16.195	-3503.575	-3511.672	0.219585	0.777975	0.99756	0.056519	0.056483	0.016866
C100000943	PC5	6519	0.062765	0.059404	0.14326	1.136	-3196.156	-3196.724	0.061649	0.920561	0.98221	0.0584	0.059926	0.017225
C100000961	PC5	7055	0.440131	0.056571	4.4409e-16	64.57	-3469.065	-3501.35	0.438209	0.557424	0.995634	0.057924	0.055687	0.016965
C100000963	PC5	6812	0.17377	0.059111	0.0017161	8.562	-3397.2	-3401.481	0.17389	0.826802	1.000692	0.059448	0.059804	0.017201
C100000966	PC5	4003	0.185648	0.089887	0.017978	4.399	-2002.843	-2005.043	0.1865	0.818086	1.004586	0.090652	0.091031	0.022514
C100000967	PC5	460	1e-06	0.430848	0.5	0	-209.739	-209.738	1e-06	0.963053	0.963054	0.414929	0.416483	0.063938
C100000987	PC5	6721	0.092412	0.059093	0.060161	2.413	-3309.35	-3310.557	0.091182	0.895502	0.986684	0.058403	0.059595	0.017048
C100000997	PC5	7055	0.190342	0.057338	0.00043677	11.078	-3547.292	-3552.831	0.192107	0.817163	1.00927	0.058217	0.058422	0.017054
C100001002	PC5	7053	0.26823	0.057159	9.3015e-07	22.734	-3466.404	-3477.772	0.265201	0.723507	0.988708	0.057147	0.056591	0.016744
C100001006	PC5	7055	0.271551	0.056752	5.4091e-07	23.777	-3557.929	-3569.818	0.275499	0.739038	1.014537	0.058239	0.057656	0.017179
C100001007	PC5	6993	1e-06	0.055123	0.5	0	-3497.174	-3497.174	1e-06	1.000604	1.000605	0.055156	0.05718	0.016934
C100001022	PC5	7050	1e-06	0.055022	0.5	0	-3537.905	-3537.904	1e-06	1.004083	1.004084	0.055247	0.057262	0.016924
C100001026	PC5	5439	1e-06	0.06914	0.5	0	-2741.485	-2741.483	1e-06	1.008224	1.008225	0.069708	0.071402	0.019357
C100001034	PC5	7055	0.136062	0.054809	0.0048748	6.68	-3464.16	-3467.5	0.13397	0.850656	0.984626	0.054149	0.055006	0.016615
C100001040	PC5	7054	0.141691	0.056523	0.0056488	6.418	-3483.853	-3487.062	0.140329	0.850062	0.990391	0.056181	0.0569	0.016717
C100001048	PC5	5685	0.013646	0.065357	0.41624	0.045	-2794.608	-2794.63	0.013435	0.971101	0.984536	0.064353	0.066469	0.018481
C100001051	PC5	6983	0.131559	0.056841	0.009902	5.429	-3501.981	-3504.696	0.13227	0.873136	1.005405	0.057326	0.058174	0.017053
C100001054	PC5	7034	0.753007	0.055523	0	172.479	-3440.388	-3526.628	0.759816	0.249227	1.009043	0.060537	0.055156	0.017525
C100001055	PC5	7041	0.25278	0.056488	2.1862e-06	21.094	-3498.459	-3509.007	0.252516	0.746439	0.998956	0.056998	0.056632	0.016921
C100001063	PC5	2009	1e-06	0.151976	0.5	0	-983.595	-983.595	1e-06	0.986148	0.986149	0.149871	0.15103	0.031227
C100001064	PC5	3885	0.000472	0.089402	0.49786	0	-1924.528	-1924.528	0.000469	0.992988	0.993457	0.088817	0.091288	0.022561
C100001073	PC5	7053	0.595116	0.057228	0	104.079	-3452.164	-3504.204	0.594671	0.404581	0.999252	0.060054	0.05622	0.017175
C100001083	PC5	6965	0.092717	0.055911	0.0447	2.885	-3419.131	-3420.574	0.091203	0.892466	0.98367	0.055092	0.056363	0.016694
C100001086	PC5	5202	0.119512	0.074137	0.055401	2.543	-2633.254	-2634.526	0.12135	0.894029	1.015379	0.075461	0.076243	0.019959
C100001092	PC5	7055	0.193723	0.056476	0.00022843	12.284	-3517.772	-3523.914	0.193903	0.807028	1.000931	0.056881	0.057094	0.016913
C100001102	PC5	7050	0.273188	0.057023	5.5252e-07	23.736	-3513.782	-3525.65	0.273922	0.728764	1.002686	0.05784	0.057231	0.016987
C100001104	PC5	6941	0.719854	0.055903	0	164.325	-3457.932	-3540.095	0.737671	0.287079	1.02475	0.061479	0.056368	0.017863
C100001106	PC5	6751	0.172704	0.058375	0.0013048	9.062	-3381.494	-3386.025	0.173569	0.831437	1.005006	0.058957	0.059393	0.01735
C100001108	PC5	6984	0.123611	0.057165	0.01533	4.672	-3503.613	-3505.949	0.124307	0.881321	1.005627	0.057649	0.058545	0.017054
C100001112	PC5	7053	0.131238	0.057019	0.01084	5.271	-3569.392	-3572.028	0.133163	0.881508	1.014671	0.058036	0.058854	0.017126
C100001121	PC5	7055	0.11731	0.056252	0.01751	4.444	-3504.639	-3506.861	0.116802	0.878869	0.995671	0.056153	0.057132	0.016798
C100001126	PC5	7047	0.071641	0.055656	0.096747	1.691	-3557.42	-3558.265	0.072443	0.938744	1.011187	0.056343	0.057821	0.017057
C100001132	PC5	6316	0.276317	0.061966	2.2804e-06	21.013	-3095.214	-3105.721	0.27248	0.713633	0.986112	0.061791	0.061146	0.017647
C100001145	PC5	5426	0.146319	0.071426	0.021174	4.121	-2724.128	-2726.189	0.147373	0.85983	1.007203	0.072182	0.072754	0.01939
C100001148	PC5	5055	0.081204	0.074719	0.14057	1.162	-2538.877	-2539.458	0.081732	0.924779	1.006511	0.075281	0.076789	0.020045
C100001150	PC5	4464	0.097921	0.082163	0.1147	1.445	-2208.993	-2209.716	0.097181	0.895261	0.992441	0.081667	0.082828	0.021045
C100001151	PC5	3860	0.230107	0.092459	0.0055193	6.459	-1918.386	-1921.616	0.229941	0.769338	0.999279	0.092969	0.092631	0.02284
C100001153	PC5	2256	0.010125	0.138499	0.47048	0.005	-1132.46	-1132.463	0.010231	1.00018	1.010411	0.139958	0.141444	0.030172
C100001162	PC5	7055	0.271957	0.055749	1.6787e-07	26.032	-3482.413	-3495.429	0.270065	0.722978	0.993043	0.056006	0.055482	0.016812
C100001167	PC5	7051	0.22985	0.056628	1.6478e-05	17.239	-3483.709	-3492.329	0.228185	0.76457	0.992755	0.056694	0.056545	0.016795
C100001170	PC5	6920	0.099777	0.056808	0.038025	3.147	-3420.074	-3421.647	0.098816	0.89155	0.990366	0.056369	0.057544	0.016865
C100001178	PC5	7055	0.192377	0.055564	0.00015832	12.969	-3482.014	-3488.498	0.190606	0.80019	0.990796	0.055395	0.055665	0.016739
C100001181	PC5	7055	0.134037	0.056201	0.0077709	5.854	-3557.698	-3560.625	0.135521	0.875549	1.01107	0.057008	0.057837	0.017062
C100001182	PC5	7054	0.045319	0.055402	0.20565	0.675	-3529.886	-3530.224	0.045409	0.956591	1.002	0.055544	0.057289	0.016888
C100001193	PC5	7027	0.132884	0.056841	0.0094586	5.509	-3504.823	-3507.578	0.132882	0.867099	0.99998	0.057022	0.057819	0.01691
C100001197	PC5	7055	0.199386	0.055882	0.00011531	13.564	-3512.967	-3519.749	0.199327	0.800376	0.999703	0.056234	0.056421	0.016893
C100001198	PC5	7055	0.04571	0.056408	0.21239	0.637	-3594.741	-3595.059	0.046646	0.973822	1.020468	0.057595	0.059317	0.017199
C100001208	PC5	7009	0.246799	0.056797	3.7573e-06	20.058	-3525.85	-3535.879	0.249575	0.761673	1.011248	0.057991	0.057666	0.017167
C100001211	PC5	7023	0.044606	0.056467	0.21751	0.609	-3443.853	-3444.157	0.043806	0.93825	0.982056	0.055483	0.057163	0.016589
C100001212	PC5	4605	0.093844	0.080785	0.12452	1.329	-2304.561	-2305.225	0.094169	0.909301	1.00347	0.081183	0.08237	0.02095
C100001226	PC5	1205	0.124776	0.220298	0.28415	0.326	-611.151	-611.313	0.128635	0.902293	1.030928	0.227457	0.22811	0.042167
C100001229	PC5	7055	0.164662	0.055838	0.0012183	9.188	-3508.173	-3512.767	0.164261	0.833301	0.997562	0.055963	0.056496	0.016844
C100001232	PC5	7055	0.075261	0.056828	0.09615	1.7	-3587.77	-3588.62	0.076676	0.942123	1.018799	0.057967	0.059366	0.017177
C100001247	PC5	7055	0.282665	0.057087	2.6905e-07	25.122	-3550.358	-3562.919	0.286257	0.726452	1.012708	0.058527	0.057816	0.017155
C100001250	PC5	1245	0.378587	0.228374	0.05256	2.626	-612.32	-613.633	0.37978	0.623372	1.003153	0.231318	0.227653	0.040559
C100001251	PC5	7054	0.207697	0.056556	9.43e-05	13.941	-3555.352	-3562.323	0.21022	0.801927	1.012147	0.057647	0.057719	0.017109
C100001253	PC5	6631	0.746018	0.057408	0	167.002	-3246.065	-3329.566	0.751971	0.256009	1.007981	0.062288	0.057006	0.01798
C100001254	PC5	6981	0.370232	0.057719	2.4659e-11	43.204	-3469.692	-3491.294	0.371457	0.631853	1.00331	0.059086	0.057485	0.01714
C100001256	PC5	6924	0.655804	0.057023	0	130.557	-3406.692	-3471.971	0.661106	0.346979	1.008085	0.060969	0.056513	0.017539
C100001262	PC5	5102	0.220699	0.074257	0.0011869	9.235	-2596.995	-2601.612	0.225869	0.797557	1.023426	0.076515	0.076282	0.020351
C100001263	PC5	7054	0.255667	0.057395	3.4386e-06	20.227	-3513.635	-3523.749	0.256058	0.745472	1.00153	0.058071	0.057622	0.016954
C100001264	PC5	7055	0.131056	0.056559	0.010042	5.405	-3488.318	-3491.02	0.129917	0.861391	0.991308	0.056242	0.057067	0.016728
C100001266	PC5	7047	0.843999	0.052747	0	245.595	-3351.554	-3474.351	0.835013	0.15434	0.989353	0.057624	0.051568	0.017239
C100001267	PC5	6915	0.127669	0.056929	0.011194	5.215	-3406.764	-3409.372	0.126095	0.86157	0.987665	0.056389	0.057302	0.016831
C100001268	PC5	1441	0.221654	0.205415	0.14468	1.123	-687.908	-688.469	0.214838	0.754411	0.969249	0.199997	0.198518	0.036337
C100001269	PC5	5194	0.191899	0.072809	0.0035164	7.265	-2610.106	-2613.738	0.193721	0.815773	1.009494	0.073916	0.073919	0.01989
C100001270	PC5	7034	0.142937	0.055832	0.0043273	6.893	-3600.767	-3604.213	0.146769	0.880038	1.026807	0.057539	0.058313	0.017356
C100001271	PC5	7052	0.292325	0.057998	2.3229e-07	25.406	-3478.246	-3490.949	0.290256	0.702666	0.992921	0.058337	0.0575	0.016832
C100001272	PC5	7054	0.247095	0.056945	4.3802e-06	19.764	-3506.004	-3515.886	0.246878	0.75224	0.999118	0.057444	0.057104	0.016908
C100001274	PC5	7050	0.071953	0.055439	0.093932	1.734	-3524.349	-3525.216	0.072046	0.929258	1.001304	0.055575	0.057049	0.016887
C100001276	PC5	5849	0.017804	0.063395	0.38698	0.082	-2871.834	-2871.875	0.017508	0.96585	0.983358	0.062347	0.064475	0.018198
C100001277	PC5	7055	0.003804	0.055319	0.47283	0.005	-3569.172	-3569.174	0.003853	1.00889	1.012742	0.056026	0.058211	0.017062
C100001278	PC5	7055	1e-06	0.055642	0.5	0	-3562.836	-3562.836	1e-06	1.010761	1.010762	0.056241	0.058355	0.01703
C100001279	PC5	4658	1e-06	0.078999	0.5	0	-2380.695	-2380.695	1e-06	1.024437	1.024438	0.080929	0.083002	0.021251
C100001281	PC5	2276	0.104454	0.137327	0.21978	0.597	-1147.804	-1148.102	0.105938	0.908271	1.01421	0.139422	0.14095	0.030122
C100001287	PC5	7052	0.488877	0.057234	0	73.629	-3470.896	-3507.711	0.488331	0.510551	0.998882	0.059138	0.056373	0.017069
C100001292	PC5	1152	0.227926	0.222328	0.14325	1.136	-561.75	-562.318	0.226401	0.766906	0.993307	0.221729	0.220846	0.041606
C100001293	PC5	6905	0.280414	0.058497	6.4383e-07	23.442	-3468.651	-3480.371	0.283452	0.727383	1.010835	0.059842	0.059118	0.017309
C100001294	PC5	7054	0.149354	0.055708	0.0029181	7.6	-3531.732	-3535.532	0.149963	0.854117	1.00408	0.056156	0.056852	0.01695
C100001295	PC5	5992	0.086636	0.063819	0.085033	1.882	-2896.121	-2897.062	0.083952	0.885064	0.969016	0.06193	0.06322	0.01773
C100001296	PC5	7055	0.015848	0.055367	0.38789	0.081	-3472.645	-3472.685	0.015618	0.969845	0.985463	0.054569	0.056575	0.016604
C100001300	PC5	7051	0.297887	0.057118	5.5207e-08	28.182	-3477.702	-3491.793	0.295828	0.69726	0.993088	0.057495	0.056646	0.016836
C100001310	PC5	3483	0.173937	0.098779	0.034377	3.313	-1722.138	-1723.794	0.172727	0.820317	0.993044	0.098408	0.098981	0.023853
C100001313	PC5	7053	0.187216	0.055852	0.00027313	11.951	-3535.229	-3541.204	0.188345	0.817684	1.006029	0.05652	0.056833	0.016997
C100001314	PC5	6996	0.157689	0.05525	0.0013159	9.047	-3451.479	-3456.002	0.156053	0.833571	0.989624	0.054914	0.055566	0.016776
C100001315	PC5	7055	0.149471	0.05636	0.0035791	7.233	-3450.274	-3453.89	0.146632	0.834373	0.981005	0.055507	0.056152	0.01656
C100001316	PC5	6451	0.072246	0.059534	0.10833	1.526	-3247.423	-3248.186	0.072859	0.935619	1.008478	0.060107	0.061589	0.017781
C100001320	PC5	7053	0.222931	0.056438	2.638e-05	16.346	-3489.118	-3497.292	0.221556	0.772276	0.993832	0.056541	0.056466	0.016807
C100001322	PC5	517	1e-06	0.394217	0.5	0	-235.349	-235.349	1e-06	0.946336	0.946337	0.373062	0.376523	0.059197
C100001323	PC5	1200	0.23861	0.227262	0.1526	1.051	-558.54	-559.066	0.225603	0.719884	0.945487	0.215541	0.215398	0.038746
C100001327	PC5	5589	0.123346	0.068854	0.036568	3.211	-2737.667	-2739.272	0.12118	0.861257	0.982436	0.067818	0.06865	0.018627
C100001332	PC5	1912	0.05636	0.160556	0.36796	0.114	-959.841	-959.897	0.057041	0.955044	1.012085	0.162568	0.16441	0.032803
C100001335	PC5	7055	0.023167	0.055396	0.33843	0.174	-3572.216	-3572.302	0.023485	0.990273	1.013758	0.05617	0.058158	0.017082
C100001337	PC5	7055	0.083923	0.055246	0.06065	2.4	-3571.849	-3573.049	0.085125	0.929199	1.014324	0.05612	0.057504	0.017103
C100001359	PC5	7055	0.146366	0.05633	0.0040721	7.002	-3426.442	-3429.943	0.142609	0.831726	0.974335	0.055092	0.055765	0.016446
C100001383	PC5	7053	0.192108	0.0563	0.00025134	12.106	-3532.839	-3538.892	0.193159	0.81231	1.005469	0.056956	0.057195	0.016991
C100001384	PC5	6975	0.282164	0.058117	5.3091e-07	23.813	-3401.83	-3413.736	0.277002	0.704705	0.981707	0.057749	0.057036	0.016726
C100001385	PC5	532	1e-06	0.392233	0.5	0	-232.694	-232.69	1e-06	0.913772	0.913773	0.358412	0.35756	0.056442
C100001386	PC5	3129	1e-06	0.106803	0.5	0	-1568.335	-1568.333	1e-06	1.004378	1.004379	0.107271	0.108813	0.025442
C100001391	PC5	7054	0.290844	0.055935	2.4253e-08	29.776	-3533.133	-3548.021	0.293221	0.714952	1.008173	0.057134	0.056404	0.01708
C100001392	PC5	7055	0.149089	0.056576	0.0039659	7.049	-3597.288	-3600.812	0.152486	0.870296	1.022782	0.058091	0.058757	0.017265
C100001393	PC5	7054	0.206888	0.056733	0.00010267	13.782	-3494.556	-3501.447	0.205815	0.788998	0.994813	0.056834	0.056904	0.016816
C100001395	PC5	7054	0.193909	0.056362	0.00021939	12.359	-3499.091	-3505.27	0.193091	0.802691	0.995782	0.056475	0.056692	0.016827
C100001396	PC5	6916	0.155568	0.057784	0.003408	7.321	-3465.635	-3469.295	0.156361	0.848737	1.005098	0.05832	0.058893	0.017139
C100001397	PC5	6241	0.130828	0.06174	0.015326	4.672	-3086.834	-3089.171	0.129728	0.861866	0.991594	0.061391	0.062329	0.017785
C100001398	PC5	6006	0.089229	0.064855	0.0853	1.878	-2970.773	-2971.712	0.088442	0.902732	0.991173	0.064373	0.065665	0.018114
C100001399	PC5	6984	0.119439	0.05589	0.014177	4.806	-3464.461	-3466.865	0.118762	0.875573	0.994335	0.055723	0.056712	0.01686
C100001400	PC5	6617	0.205904	0.060103	0.00027025	11.97	-3342.397	-3348.382	0.208852	0.805463	1.014315	0.061368	0.061433	0.017701
C100001402	PC5	5934	0.351941	0.065995	3.5667e-08	29.028	-2920.157	-2934.671	0.34937	0.643324	0.992694	0.066626	0.065116	0.018376
C100001403	PC5	6977	0.302288	0.056803	2.1367e-08	30.021	-3473.534	-3488.545	0.303043	0.699455	1.002498	0.057744	0.056876	0.017085
C100001405	PC5	6943	0.302488	0.057946	5.7464e-08	28.105	-3492.551	-3506.603	0.306425	0.70659	1.013015	0.059519	0.058578	0.017311
C100001409	PC5	6953	0.230266	0.057961	2.9567e-05	16.13	-3446.144	-3454.209	0.229328	0.7666	0.995928	0.058212	0.058008	0.016969
C100001412	PC5	7040	0.170648	0.056444	0.0010358	9.485	-3448.481	-3453.223	0.167744	0.815238	0.982982	0.055759	0.056199	0.016618
C100001413	PC5	5504	0.195936	0.069238	0.0018509	8.425	-2729.369	-2733.582	0.195071	0.800517	0.995588	0.069308	0.069496	0.019041
C100001415	PC5	6865	0.189331	0.057161	0.00032027	11.654	-3378.589	-3384.416	0.187046	0.800884	0.98793	0.056804	0.05709	0.016919
C100001416	PC5	6634	0.370578	0.060556	2.8992e-10	38.388	-3300.596	-3319.79	0.372058	0.631935	1.003993	0.06198	0.060369	0.017589
C100001417	PC5	7055	0.110692	0.056014	0.022631	4.009	-3433.699	-3435.703	0.108005	0.867719	0.975725	0.054782	0.055817	0.016459
C100001423	PC5	7042	0.114815	0.056987	0.022429	4.024	-3553.565	-3555.577	0.116126	0.895297	1.011424	0.05778	0.05877	0.017079
C100001425	PC5	7049	0.144924	0.05612	0.0040597	7.007	-3484.409	-3487.913	0.143664	0.847642	0.991307	0.05584	0.056548	0.016739
C100001426	PC5	6494	0.157074	0.059535	0.0032537	7.404	-3151.384	-3155.087	0.15297	0.820902	0.973871	0.058221	0.058806	0.017137
C100001433	PC5	6941	0.030338	0.056326	0.29556	0.289	-3477.008	-3477.152	0.030427	0.972509	1.002936	0.056508	0.058408	0.017039
C100001435	PC5	6211	0.163941	0.062515	0.00357	7.237	-3066.528	-3070.147	0.162403	0.828218	0.990621	0.062197	0.062701	0.017826
C100001437	PC5	5047	0.063438	0.074331	0.19553	0.736	-2500.069	-2500.437	0.063001	0.930109	0.99311	0.073884	0.075321	0.0198
C100001446	PC5	7055	0.198929	0.056751	0.00019061	12.622	-3475.104	-3481.415	0.196743	0.792267	0.98901	0.056493	0.056639	0.016714
C100001452	PC5	5594	0.03032	0.067151	0.32482	0.206	-2809.221	-2809.324	0.030497	0.975343	1.005841	0.067562	0.069522	0.019036
C100001454	PC5	5514	0.074246	0.069439	0.144	1.129	-2793.56	-2794.125	0.075379	0.939885	1.015264	0.070571	0.072048	0.019362
C100001456	PC5	7054	0.159257	0.056428	0.0021256	8.173	-3481.868	-3485.955	0.157691	0.832478	0.99017	0.056118	0.056672	0.016719
C100001461	PC5	7042	0.386519	0.057461	5.4129e-12	46.173	-3445.521	-3468.608	0.38208	0.606437	0.988517	0.058054	0.056318	0.016826
C100001462	PC5	5336	0.096624	0.070458	0.082396	1.93	-2647.784	-2648.748	0.096096	0.898436	0.994532	0.070178	0.071477	0.019283
C100001466	PC5	6311	0.607158	0.062152	0	94.952	-3110.01	-3157.486	0.610756	0.39517	1.005926	0.065598	0.061521	0.018269
C100001467	PC5	4035	0.120596	0.090023	0.090914	1.783	-1985.981	-1986.873	0.119112	0.868584	0.987696	0.089099	0.08997	0.022038
C100001468	PC5	7055	0.216367	0.057897	0.00010144	13.804	-3524.683	-3531.585	0.217115	0.78634	1.003455	0.058533	0.05845	0.016968
C100001481	PC5	6590	1e-06	0.05886	0.5	0	-3304.39	-3304.389	1e-06	1.003324	1.003325	0.059055	0.061025	0.017493
C100001483	PC5	2793	0.029043	0.11956	0.40445	0.058	-1411.534	-1411.563	0.029499	0.986212	1.015712	0.121474	0.123193	0.027233
C100001485	PC5	7048	0.127593	0.055931	0.0098309	5.442	-3510.94	-3513.661	0.127416	0.8712	0.998616	0.05602	0.056919	0.016858
C100001501	PC5	7050	0.156139	0.056258	0.0023343	8.004	-3599.094	-3603.096	0.159916	0.864276	1.024192	0.057864	0.058478	0.017297
C100001502	PC5	6846	0.219511	0.058699	8.4366e-05	14.151	-3431.857	-3438.933	0.22102	0.785855	1.006875	0.05955	0.059477	0.017282
C100001509	PC5	6116	0.164693	0.063117	0.0038803	7.088	-3051.454	-3054.998	0.164828	0.835988	1.000816	0.06343	0.064012	0.018144
C100001510	PC5	7055	1e-06	0.055308	0.5	0	-3472.347	-3472.347	1e-06	0.985053	0.985054	0.054481	0.056514	0.016597
C100001511	PC5	7052	0.249693	0.057048	4.2003e-06	19.844	-3504.994	-3514.916	0.24949	0.749696	0.999186	0.057562	0.057192	0.016913
C100001526	PC5	5650	0.119589	0.067515	0.035823	3.245	-2818.31	-2819.932	0.119642	0.880806	1.000449	0.06771	0.068641	0.018863
C100001527	PC5	4703	0.092216	0.078333	0.11695	1.417	-2346.649	-2347.358	0.092275	0.908365	1.00064	0.078483	0.079857	0.020665
C100001540	PC5	7040	0.266526	0.057566	1.5315e-06	21.777	-3485.709	-3496.598	0.265433	0.730468	0.995901	0.057962	0.057403	0.016881
