CHEM_ID,BIOCHEMICAL_NAME,TYPE,COMMENTS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,SMILES,COMP_ID_1,COMP_ID_2,LIB_ID_1,LIB_ID_2,LIB_ID_3,LIB_ID_4,LIB_ID_5,LIB_ID_6,LIB_ID_7,HMDB_ID
100020004,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1707,OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O,61871,61871,209,209,209,209,209,209,209,HMDB0061643
100020005,methylnaphthyl sulfate (1)*,NAMED,,Xenobiotics,Chemical,6169,CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21,61872,61872,209,209,209,209,209,209,209,NA
100020006,methylnaphthyl sulfate (2)*,NAMED,,Xenobiotics,Chemical,6170,CC1=C(OS(=O)(O)=O)C=CC2=CC=CC=C21,61873,61873,209,209,209,209,209,209,209,NA
100020009,glucuronide of C14H26O4 (2)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,5770,,61877,,,,,209,,,,NA
100020011,glucuronide of C10H18O2 (4)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6370,,61884,61884,209,209,209,209,209,209,209,NA
100020014,glucuronide of C10H18O2 (7)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6373,,61887,61887,209,209,209,209,209,209,209,NA
100020015,glucuronide of C10H18O2 (8)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6374,,61888,61888,209,209,209,209,209,209,209,NA
100020203,3-hydroxystachydrine*,NAMED,,Xenobiotics,Food Component/Plant,5061,O[C@@H]1[C@H](C([O-])=O)[N+](C)(C)CC1,62062,62062,400,400,400,400,400,400,400,NA
100020204,N-acetyl-2-aminooctanoate*,NAMED,,Lipid,"Fatty Acid, Amino",1756,OC(C(CCCCCC)N([H])C(C)=O)=O,62059,62059,209,209,209,209,209,209,209,HMDB0059745
100020205,hydroxyasparagine**,NAMED,,Amino Acid,Alanine and Aspartate Metabolism,43,O=C(O)[C@@H](N)CC(NO)=O,62060,62060,400,400,400,400,400,400,400,HMDB32332
100020207,genistein sulfate*,NAMED,,Xenobiotics,Food Component/Plant,4871,O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O,62061,62061,209,209,209,209,209,209,,NA
100020208,perfluorooctanoate (PFOA),NAMED,,Xenobiotics,Chemical,6238,OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O,62071,62071,209,209,209,209,209,209,209,HMDB0059587
100020211,3-hydroxybutyroylglycine**,NAMED,,Lipid,Fatty Acid Metabolism (Acyl Glycine),1831,O=C(CC(O)C)NCC(O)=O,62064,62064,,400,400,400,400,400,400,NA
100020212,carboxyibuprofen glucuronide*,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5395,CC(C(OC1OC(C(O)=O)C(O)C(O)C1O)=O)C2=CC=C(CC(C)C(O)=O)C=C2,62067,62067,305,305,305,305,305,,305,HMDB60564
100020214,glyco-beta-muricholate**,NAMED,,Lipid,Primary Bile Acid Metabolism,3468,CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(NCC(O)=O)=O,62066,62066,209,209,209,209,209,209,209,NA
100020215,N-methylhydroxyproline**,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,512,OC1CN(C)C(C(O)=O)C1,62068,62068,400,400,400,400,400,400,400,NA
100020217,"N,N,N-trimethyl-alanylproline betaine (TMAP)",NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,519,O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O,62947,62947,400,400,400,400,400,400,400,HMDB0240365
100020219,3-formylindole,NAMED,,Xenobiotics,Food Component/Plant,4782,O=CC1=CNC2=CC=CC=C12,62863,62863,400,400,400,400,400,400,400,HMDB29737
100020241,gamma-glutamylcitrulline*,NAMED,,Peptide,Gamma-glutamyl Amino Acid,649,NC(C(O)=O)CCC(NC(CCCNC(N)=O)C(O)=O)=O,62104,62104,400,400,400,400,400,400,400,NA
100020253,glycine conjugate of C10H12O2*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6413,,62145,62145,,209,209,209,209,209,209,NA
100020254,glycine conjugate of C10H14O2 (1)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6414,,62146,62146,209,209,209,209,209,209,209,NA
100020259,glutamine conjugate of C7H12O2*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6397,,63658,63658,209,209,209,209,209,209,209,NA
100020261,glutamine conjugate of C6H10O2 (1)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6395,,63657,63657,209,209,209,209,209,209,209,NA
100020262,glutamine conjugate of C6H10O2 (2)*,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6396,,63660,63660,209,209,209,209,209,209,209,NA
100020272,dihydroferulic acid sulfate,NAMED,,Xenobiotics,Food Component/Plant,4877,COC1=C(OS(=O)(O)=O)C=CC(CCC(O)=O)=C1,62857,62857,209,209,209,209,209,209,209,HMDB0041724
100020273,valproic acid glucuronide,NAMED,,Xenobiotics,Drug - Neurological,5813,CCCC(C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O1)=O)CCC,62883,62883,,209,209,209,209,400,209,HMDB0000901
100020276,"sphingomyelin (d17:1/14:0, d16:1/15:0)*",NAMED,,Lipid,Sphingomyelins,3112,CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,62152,62152,402,402,402,402,402,402,402,NA
100020343,tetradecadienoate (14:2)*,NAMED,,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1550,OC(CCC/C=C\C/C=C\CCCCC)=O,62850,62850,209,209,209,209,209,209,209,HMDB0000560
100020351,N-carbamoylvaline,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",419,OC(C(C(C)C)NC(N)=O)=O,62852,62852,209,209,209,209,209,209,209,NA
100020360,8-methoxykynurenate,NAMED,,Amino Acid,Tryptophan Metabolism,279,OC1=CC(C(O)=O)=NC(C1=CC=C2)=C2OC,62955,62955,209,209,209,209,209,209,209,HMDB0060426
100020361,3-amino-2-piperidone,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,489,NC1CCCNC1=O,62853,62853,400,400,400,400,400,400,400,HMDB0000323
100020371,"N,N-dimethylalanine",NAMED,,Amino Acid,Alanine and Aspartate Metabolism,33,C[C@@](C(O)=O)(N(C)C)[H],63151,63151,400,400,400,400,400,400,400,NA
100020372,3-indoleglyoxylic acid,NAMED,,Xenobiotics,Food Component/Plant,5211,OC(C(C1=CNC2=C1C=CC=C2)=O)=O,63583,63583,209,209,209,209,209,209,209,NA
100020377,ethyl beta-glucopyranoside,NAMED,,Xenobiotics,Food Component/Plant,5221,O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OCC)O,64131,64131,400,400,400,209,209,209,209,HMDB0029968
100020378,2-hydroxysebacate,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1709,OC(C(O)=O)CCCCCCCC(O)=O,63357,63357,209,209,209,209,209,209,209,HMDB0000424
100020407,enterolactone sulfate,NAMED,,Xenobiotics,Food Component/Plant,4885,O=C([C@@]1(CC2=CC(OS(=O)(O)=O)=CC=C2)[H])OC[C@@]1(CC3=CC(O)=CC=C3)[H],64041,64041,209,209,209,209,209,209,,HMDB0240506;HMDB0240505
100020409,ascorbic acid 3-sulfate*,NAMED,,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4346,O=C1O[C@@]([C@@H](O)CO)([H])C(OS(=O)(O)=O)=C1O,63687,63687,305,305,305,305,305,305,305,NA
100020410,3-hydroxyhippurate sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4466,O=C(NCC(O)=O)C1=CC(OS(=O)(O)=O)=CC=C1,62530,62530,209,209,209,209,209,209,209,NA
100020414,6-bromotryptophan,NAMED,,Amino Acid,Tryptophan Metabolism,327,Brc1ccc2c(CC(N)C(O)=O)c[nH]c2c1,62503,62503,209,209,209,209,209,209,209,NA
100020416,delta-CEHC,NAMED,,Cofactors and Vitamins,Tocopherol Metabolism,4373,OC1=CC2=C(C(C)=C1)OC(CCC(O)=O)(C)CC2,62287,62287,209,209,209,209,209,209,209,NA
100020417,"N6,N6-dimethyllysine",NAMED,,Amino Acid,Lysine Metabolism,115,OC([C@@H](N)CCCCN(C)C)=O,62862,62862,400,400,400,400,400,400,400,HMDB0013287
100020478,dodecadienoate (12:2)*,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1689,CCCCC/C=C\C/C=C\CC(O)=O,62276,62276,209,209,209,209,209,209,209,NA
100020479,indoleacetoylcarnitine*,NAMED,,Amino Acid,Tryptophan Metabolism,319,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CC1=CNC2=CC=CC=C12,62279,62279,400,400,400,400,400,400,400,NA
100020487,N-acetyl-isoputreanine,NAMED,,Amino Acid,Polyamine Metabolism,544,O=C(C)NCCCNCCCC(O)=O,62309,62309,400,400,400,400,400,400,400,NA
100020491,glucuronide of piperine metabolite C17H21NO3 (3)*,NAMED,,Xenobiotics,Food Component/Plant,5005,,62290,62290,209,209,209,209,209,209,209,NA
100020492,glucuronide of piperine metabolite C17H21NO3 (4)*,NAMED,,Xenobiotics,Food Component/Plant,5006,,62291,62291,209,209,209,209,209,209,209,NA
100020493,glucuronide of piperine metabolite C17H21NO3 (5)*,NAMED,,Xenobiotics,Food Component/Plant,5007,,62292,62292,209,209,209,209,209,209,209,NA
100020496,sulfate of piperine metabolite C16H19NO3 (2)*,NAMED,,Xenobiotics,Food Component/Plant,5014,,62295,62295,209,209,209,209,209,209,209,NA
100020497,sulfate of piperine metabolite C16H19NO3 (3)*,NAMED,,Xenobiotics,Food Component/Plant,5015,,62296,62296,209,209,209,209,209,209,209,NA
100020502,sulfate of piperine metabolite C18H21NO3 (1)*,NAMED,,Xenobiotics,Food Component/Plant,5020,,62297,62297,209,209,209,209,209,209,209,NA
100020504,sulfate of piperine metabolite C18H21NO3 (3)*,NAMED,,Xenobiotics,Food Component/Plant,5022,,62299,62299,209,209,209,209,209,209,209,NA
100020511,5-hydroxyindole glucuronide,NAMED,,Amino Acid,Tryptophan Metabolism,324,OC(C1OC(OC2=CC=C3C(C=CN3)=C2)C(O)C(O)C1O)=O,63253,63253,209,209,209,209,209,209,209,NA
100020515,2-naphthol sulfate,NAMED,,Xenobiotics,Chemical,6172,O=S(OC1=CC=C(C=CC=C2)C2=C1)(O)=O,62520,62520,209,209,209,209,209,209,209,NA
100020519,"(2,4 or 2,5)-dimethylphenol sulfate",NAMED,,Xenobiotics,Food Component/Plant,5199,CC1=CC=C(C)C(OS(=O)(O)=O)=C1,62533,62533,209,209,209,209,209,209,209,NA
100020536,4-ethylcatechol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4501,OC1=CC=C(CC)C=C1OS(=O)(O)=O,63072,63072,209,209,209,209,209,209,209,NA
100020541,11beta-hydroxyandrosterone glucuronide,NAMED,,Lipid,Androgenic Steroids,3400,C[C@]12CC[C@@H](OC3C(O)C(O)C(O)C(C(O)=O)O3)C[C@]1([H])CC[C@]4([H])[C@]2([H])[C@@H](O)C[C@@]5(C)[C@@]4([H])CCC5=O,63251,63251,209,209,209,209,209,209,209,HMDB0010351
100020542,11beta-hydroxyetiocholanolone glucuronide*,NAMED,,Lipid,Androgenic Steroids,3356,O[C@@H]1[C@@]2([H])[C@](CCC3[C@]2(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)C3)([H])[C@@]5([H])[C@](C(CC5)=O)(C)C1,64418,64418,209,209,209,209,209,209,209,NA
100020546,"N2-acetyl,N6-methyllysine",NAMED,,Amino Acid,Lysine Metabolism,109,OC([C@@H](NC(C)=O)CCCCNC)=O,62954,62954,400,400,400,400,400,400,400,NA
100020549,cholic acid glucuronide,NAMED,,Lipid,Primary Bile Acid Metabolism,3470,O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](OC5C(O)C(O)C(O)C(C(O)=O)O5)CC4C1,62571,62571,209,209,209,209,209,209,209,HMDB0002577
100020550,deoxycholic acid glucuronide,NAMED,,Lipid,Secondary Bile Acid Metabolism,3482,O[C@H]1C[C@]2([H])[C@@]3(C)CC[C@@H](OC4C(O)C(O)C(O)C(C(O)=O)O4)CC3CC[C@@]2([H])[C@]5([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]15C,63610,63610,209,209,209,209,209,209,209,NA
100020578,4-allylcatechol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4503,OS(OC1=CC=C(CC=C)C=C1O)(=O)=O,63597,63597,209,209,209,209,209,209,209,NA
100020585,2-hydroxyfluorene sulfate,NAMED,,Xenobiotics,Tobacco Metabolite,4621,O=S(OC1=CC=C2C(CC3=C2C=CC=C3)=C1)(O)=O,62528,62528,209,209,209,209,209,209,209,NA
100020591,3-hydroxypyridine glucuronide,NAMED,,Xenobiotics,Chemical,6219,OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O,63236,63236,400,,400,400,400,400,,NA
100020631,4-methylhexanoylglutamine,NAMED,,Lipid,Fatty Acid Metabolism (Acyl Glutamine),1784,CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O,62735,62735,209,209,209,209,209,209,209,NA
100020743,1-nonadecenoyl-GPC (19:1)*,NAMED,,Lipid,Lysophospholipid,2622,O=C(CCCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)O,62429,62429,402,402,402,402,402,402,402,NA
100020787,sulfociprofloxacin*,NAMED,,Xenobiotics,Drug - Antibiotic,5482,FC1=C(C=C(C2=C1)N(C=C(C(O)=O)C2=O)C3CC3)N(CC4)CCN4S(O)(=O)=O,62474,62474,,,,209,209,,,NA
100020790,desmethylcitalopram*,NAMED,,Xenobiotics,Drug - Psychoactive,5868,FC1=CC=C(C=C1)C2(CCCNC)OCC3=C2C=CC(C#N)=C3,62477,62477,402,402,402,402,402,402,402,HMDB0014021
100020793,citalopram propionate*,NAMED,,Xenobiotics,Drug - Psychoactive,5867,FC1=CC=C(C=C1)C2(CCC(O)=O)OCC3=C2C=CC(C#N)=C3,62479,62479,209,209,209,209,209,209,209,HMDB60463
100020805,N-desalkylquetiapine*,NAMED,,Xenobiotics,Drug - Psychoactive,5889,N1(C2=NC3=C(SC4=C2C=CC=C4)C=CC=C3)CCNCC1,62484,62484,402,402,402,402,402,402,402,NA
100020810,ranitidine N-oxide*,NAMED,,Xenobiotics,Drug - Gastrointestinal,5739,[O-][N+](C)(C)CC1=CC=C(CSCCN([H])/C(N([H])C)=C/[N+]([O-])=O)O1,62485,62485,400,400,400,400,400,400,,NA
100020811,10-hydroxywarfarin,NAMED,,Xenobiotics,Drug - Cardiovascular,5661,O=C1OC(C=CC=C2)=C2C(O)=C1C(C3=CC=CC=C3)C(O)C(C)=O,62970,62970,,209,209,209,209,209,209,HMDB0013884
100020812,8-hydroxywarfarin,NAMED,,Xenobiotics,Drug - Cardiovascular,5710,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C3=C(C(O)=CC=C3)O1,62971,62971,,,209,209,209,209,209,HMDB0140990
100020813,7-hydroxywarfarin,NAMED,,Xenobiotics,Drug - Cardiovascular,5660,O=C1OC(C=C(O)C=C2)=C2C(O)=C1C(C3=CC=CC=C3)CC(C)=O,62972,62972,,209,209,209,209,209,209,HMDB0013886
100020814,6-hydroxywarfarin,NAMED,,Xenobiotics,Drug - Cardiovascular,5659,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C(C=C3O)=C(C=C3)O1,62973,62973,,209,209,209,209,209,209,HMDB0013883;HMDB0013880
100020819,glycoursodeoxycholic acid sulfate (1),NAMED,,Lipid,Secondary Bile Acid Metabolism,3515,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])C[C@H](O)[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(NCC(O)=O)=O)[C@@]4(C)CC2,63731,63731,209,209,209,209,209,209,209,NA
100020822,dihydrocaffeate sulfate (2),NAMED,,Xenobiotics,Food Component/Plant,4831,OC1=CC(CCC(O)=O)=CC=C1OS(O)(=O)=O,62524,62524,209,209,209,209,209,209,209,NA
100020823,lithocholate sulfate (1),NAMED,,Lipid,Secondary Bile Acid Metabolism,3495,[H][C@@]12[C@@]3(C)CC[C@@H](OS(=O)(O)=O)C[C@@]3([H])CC[C@@]1([H])[C@]4([H])CC[C@]([H])([C@H](C)CCC(O)=O)[C@@]4(C)CC2,62526,62526,209,209,209,209,209,209,209,NA
100020825,3-hydroxyhexanoylcarnitine (1),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1921,C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O,62557,62557,400,400,400,400,400,400,400,NA
100020826,3-hydroxyhexanoylcarnitine (2),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1763,,62556,,400,400,400,,,,,NA
100020827,3-(methylthio)acetaminophen sulfate*,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5383,CSC1=CC(NC(C)=O)=CC=C1OS(O)(=O)=O,62567,62567,209,209,209,209,209,209,209,NA
100020833,2-ketocaprylate,NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",348,CCCCCCC(C(O)=O)=O,63120,63120,209,209,209,209,209,209,209,HMDB0013211
100020837,"2,6-dihydroxybenzoic acid",NAMED,,Xenobiotics,Drug - Topical Agents,5958,OC(C1=C(O)C=CC=C1O)=O,63042,63042,209,209,209,209,209,209,209,HMDB0013676
100020851,3-ethylcatechol sulfate (1),NAMED,,Xenobiotics,Food Component/Plant,4894,CCC1=C(OS(=O)(O)=O)C(O)=CC=C1,62796,62796,209,209,209,209,209,209,209,NA
100020852,3-ethylcatechol sulfate (2),NAMED,,Xenobiotics,Food Component/Plant,4895,CCC1=C(OS(=O)(O)=O)C(O)=CC=C1,62797,62797,209,209,209,209,209,209,209,NA
100020853,4-acetylcatechol sulfate (1),NAMED,,Xenobiotics,Food Component/Plant,4809,OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O,62798,62798,209,209,209,209,209,209,209,NA
100020854,4-acetylcatechol sulfate (2),NAMED,,Xenobiotics,Food Component/Plant,4810,OC1=CC=C(C(C)=O)C=C1OS(=O)(O)=O,62799,62799,209,209,209,209,209,209,,NA
100020868,trimethoprim,NAMED,,Xenobiotics,Drug - Antibiotic,5526,COc1c(OC)c(OC)cc(Cc2c(N)nc(N)nc2)c1,64075,64075,400,,400,400,400,,,HMDB0014583
100020873,clarithromycin,NAMED,,Xenobiotics,Drug - Antibiotic,5063,CC[C@@H]1[C@@](C)(O)[C@H](O)[C@@H](C)C([C@H](C)C[C@@](C)(OC)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(O1)=O)=O,64117,,,,402,,,,,HMDB0015342
100020885,Glimepiride,NAMED,,Xenobiotics,Drug - Metabolic,5282,CCC1=C(C)CN(C(NCCc2ccc(S(=O)(NC(N[C@H]3CC[C@H](C)CC3)=O)=O)cc2)=O)C1=O,64110,,,,,402,,,,HMDB0014367
100020892,montelukast,NAMED,,Xenobiotics,Drug - Respiratory,5940,CC(c1c(CC[C@@H](SCC2(CC(O)=O)CC2)c3cc(/C=C/c(cc4)nc5c4ccc(Cl)c5)ccc3)cccc1)(O)C,64124,64124,,402,402,402,402,402,402,HMDB0014614
100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",448,OC(C(O)=O)C(O)/C=C/SC,62805,62805,209,209,209,209,209,209,209,HMDB0240388
100020894,trichloroethanol glucuronide*,NAMED,,Xenobiotics,Chemical,5682,ClC(Cl)(COC1O[C@H](C(O)=O)[C@H]([C@@H]([C@H]1O)O)O)Cl,62806,,,,209,,,,,HMDB0042049
100020902,Fibrinopeptide A (2-15)**,NAMED,,Peptide,Fibrinogen Cleavage Peptide,1158,OCC(C(NCC(NC(CCC(O)=O)C(NCC(NC(CC(O)=O)C(NC(CC1=CC=CC=C1)C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC(C(CC(O)=O)N)=O,62809,62809,209,,209,209,209,,,NA
100020903,Fibrinopeptide A (3-16)**,NAMED,,Peptide,Fibrinogen Cleavage Peptide,1161,NC(CO)C(NCC(NC(CCC(O)=O)C(NCC(NC(CC(O)=O)C(NC(CC1=CC=CC=C1)C(NC(CC(C)C)C(NC(C)C(NC(CCC(O)=O)C(NCC(NCC(NCC(NC(C(C)C)C(NC(CCCNC(N)=N)C(O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O,62811,62811,209,,209,209,209,209,,NA
100020907,meloxicam,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5414,Cc1sc(NC(C2=C(O)c3c(S(=O)(N2C)=O)cccc3)=O)nc1,64093,64093,402,402,402,402,402,402,402,HMDB0014952
100020908,Fibrinopeptide B (1-13)**,NAMED,,Peptide,Fibrinogen Cleavage Peptide,1180,OC(C(C)NC(C(CO)NC(C(CC1=CC=CC=C1)NC(C(CC2=CC=CC=C2)NC(CNC(C(CCC(O)=O)NC(C(CCC(O)=O)NC(C(CC(N)=O)NC(C(CC(O)=O)NC(C(CC(N)=O)NC(C(C(C)C)NC(CNC(C(CC3)NC3=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O,62813,62813,209,209,209,209,209,209,,NA
100020909,losartan,NAMED,,Xenobiotics,Drug - Cardiovascular,5692,CCCCc1n(Cc2ccc(c3c(c4nnn[nH]4)cccc3)cc2)c(CO)c(Cl)n1,64102,64102,,402,402,402,402,402,402,HMDB0014816
100020946,midazolam,NAMED,,Xenobiotics,Drug - Psychoactive,5422,Cc1n(c2c(C(c3c(F)cccc3)=NC4)cc(Cl)cc2)c4cn1,64122,,,,,402,,402,,HMDB0014821
100020973,5-hydroxy-2-methylpyridine sulfate,NAMED,,Xenobiotics,Chemical,6249,CC1=NC=C(OS(=O)(O)=O)C=C1,63230,63230,209,209,209,209,209,209,209,NA
100020975,3-hydroxy-2-methylpyridine sulfate,NAMED,,Xenobiotics,Chemical,6251,CC1=NC=CC=C1OS(=O)(O)=O,63227,63227,209,209,209,209,209,209,209,NA
100021000,hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**,NAMED,,Lipid,Sphingomyelins,3104,CCCCCCCCCCCCCCC(O)C(N[C@@H](COP([O-])(OCC[N+](C)(C)C)=O)[C@@H](/C=C/CCCCCCCCCCCCC)O)=O,62851,62851,402,402,402,402,402,402,402,NA
100021012,5-hydroxymethyl-2-furoylcarnitine*,NAMED,,Xenobiotics,Food Component/Plant,4801,OCC1=CC=C(C(OC(CC([O-])=O)C[N+](C)(C)C)=O)O1,62871,62871,400,400,400,400,400,400,400,NA
100021084,methadone,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5036,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)=O,64134,,,,402,,,,,HMDB0014477
100021093,taurochenodeoxycholic acid 3-sulfate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3539,[H][C@@](CCC(NCCS(O)(=O)=O)=O)([C@]1(CC[C@]2([C@@]3([C@@H](C[C@@]4(C[C@H](S(O)(=O)=O)CC[C@@]4([C@]3(C[C@H]([C@]12C)O)[H])C)[H])O)[H])[H])[H])C,62890,62890,209,209,209,209,209,209,209,HMDB0002486
100021100,tetradecadienedioate (C14:2-DC)*,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1694,O=C(O)CCC/C=C\C/C=C\CCCCC(O)=O,62918,62918,209,209,209,209,209,209,209,NA
100021103,pregnenetriol sulfate*,NAMED,,Lipid,Pregnenolone Steroids,3260,O[C@H]1C2=C[C@@H](OS(=O)(O)=O)CC[C@]2(C)C3CC[C@@]4(C)C(CCC4[C@H](O)C)C3C1,62922,62922,209,209,209,209,209,209,209,NA
100021104,pregnenetriol disulfate*,NAMED,,Lipid,Pregnenolone Steroids,3261,C[C@]12CC[C@H](OS(=O)(O)=O)C=C1[C@H](OS(=O)(O)=O)CC3C2CC[C@@]4(C)C3CCC4[C@H](O)C,62921,62921,209,209,209,209,209,209,209,NA
100021123,"hydroxy-N6,N6,N6-trimethyllysine*",NAMED,,Amino Acid,Lysine Metabolism,117,[O-]C([C@@H](N)C(O)CCC[N+](C)(C)C)=O,62959,62959,400,400,400,400,400,400,400,NA
100021131,undecenoylcarnitine (C11:1),NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1881,CCCCCCCC/C=C/C(OC(CC([O-])=O)C[N+](C)(C)C)=O,63613,63613,402,402,402,402,402,402,402,NA
100021136,3-decenoylcarnitine,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1879,O=C(C/C([H])=C(CCCCCC)\[H])OC(CC([O-])=O)C[N+](C)(C)C,63361,63361,402,402,402,402,402,402,402,NA
100021141,3-hydroxydecanoylcarnitine,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1927,OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O,63358,63358,402,402,402,402,402,402,402,HMDB0061636
100021162,palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0),NAMED,,Lipid,Ceramide PEs,3134,CCCCCCCCCCCCC/C=C/[C@@]([H])(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)COP(O)(OCCN)=O,62984,62984,402,402,402,402,402,402,402,NA
100021198,picolinoylglycine,NAMED,,Lipid,Fatty Acid Metabolism (Acyl Glycine),1837,O=C(C1=CC=CC=N1)N([H])CC(O)=O,63057,63057,209,209,209,209,209,209,209,HMDB0059766
100021208,4-vinylcatechol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4527,C=CC(C=C1O)=CC=C1OS(=O)(O)=O,64579,64579,209,209,209,209,209,209,209,NA
100021324,"3,5-dichloro-2,6-dihydroxybenzoic acid",NAMED,,Xenobiotics,Chemical,6256,ClC1=C(O)C(C(O)=O)=C(O)C(Cl)=C1,63589,63589,209,209,209,209,209,209,209,NA
100021329,(S)-a-amino-omega-caprolactam,NAMED,,Xenobiotics,Food Component/Plant,5207,O=C1NCCCC[C@H]1N,63339,63339,400,400,400,400,400,400,400,NA
100021331,metabolonic lactone sulfate,NAMED,,Partially Characterized Molecules,Partially Characterized Molecules,6418,CC1(C)C(OS(O)(=O)=O)CCC2(C)C1CC[C@]3(C)[C@H]2CC[C@@H]3C4(C)OC(CC4)=O,63153,63153,209,209,209,209,209,209,209,NA
100021363,vanillic acid glycine,NAMED,,Xenobiotics,Food Component/Plant,5215,OC1=CC=C(C=C1OC)C(NCC(O)=O)=O,63853,63853,209,209,209,209,209,209,209,HMDB0060026
